"";"text";"favorited";"favoriteCount";"replyToSN";"created";"truncated";"replyToSID";"id";"replyToUID";"statusSource";"screenName";"retweetCount";"isRetweet";"retweeted";"longitude";"latitude";"texto"
"40";"Gráfico diário ";FALSE;0;NA;2019-04-05 22:15:20;FALSE;NA;"1114290449353777153";NA;"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>";"pardoTRADER";0;FALSE;FALSE;NA;NA;"The daily chart "
"44";"IBOV confirmou o viés positivo fechando em alta de +0 83  aos 97 108 pts  próximo ao ponto de predição 2 que projet  ";FALSE;0;"upsidepredictor";2019-04-05 21:42:43;TRUE;"1113969572397375489";"1114282241981546496";"941426019692695552";"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"upsidepredictor";0;FALSE;FALSE;NA;NA;"IBOV has confirmed the bias in positive closing higher by 0 83 to 97 108 pts close to the point of prediction 2 that projet "
"45";" Cont      Fechamento   R$ 28 78  Volume médio negociado  54 709M  Valor de Mercado   R$ 397 09  Petróleo  Alta 1 3  ";FALSE;0;"BetoJosefgnds";2019-04-05 21:42:42;TRUE;"1114281976498982912";"1114282237607010310";"399500165";"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"BetoJosefgnds";0;FALSE;FALSE;NA;NA;" Cont Lock R$ 28 78 average Volume traded 54 709M Market Value of R$ 397 09 Oil High 1 3 "
"46";"BOVESPA HOJE   Alta de 0 83    aos 97 108 17 pontos   DRIVERS   Volatilidade deve acontecer até a aprovação da refo  ";FALSE;0;NA;2019-04-05 21:41:40;TRUE;NA;"1114281976498982912";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"BetoJosefgnds";0;FALSE;FALSE;NA;NA;"BOVESPA TODAY's High of 0 83 to 97 108 17 points in the DRIVERS of Volatility should happen until the approval of the refo "
"55";"PETR4  caindo  no after      R$28 73 agora";FALSE;4;NA;2019-04-05 20:43:17;FALSE;NA;"1114267287073251329";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"clubedopairico";0;FALSE;FALSE;NA;NA;"PETR4 falling in after R$28 73 now"
"58";"Petrobras  PETR4     Engie  EGIE3  tem melhor proposta pra comprar a TAG  REDE DE GASODUTOS da Petrobras  cerca de  ";FALSE;2;NA;2019-04-05 20:33:06;TRUE;NA;"1114264721811808256";NA;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";"investe10";0;FALSE;FALSE;NA;NA;"Petrobras PETR4 Engineer EGIE3 has the best proposal to buy the TAG gas PIPELINE for Petrobras around "
"62";"$PETR4  PETROBRAS DIZ QUE GRUPO ENGIE APRESENTOU MELHOR PROPOSTA PELA TAG  VALOR ESTIMADO DE US$8 6 BI ";FALSE;60;NA;2019-04-05 20:23:34;FALSE;NA;"1114262322456027137";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"tradersclubbr";11;FALSE;FALSE;NA;NA;"$PETR4 PETROBRAS SAYS THAT GROUP ONE PRESENTED THE BEST PROPOSAL FOR THE TAG VALUE IS ESTIMATED AT US$8 6 BI "
"64";"<U+0001F6E2><U+0001F6E2> Petrobras oficializou neste momento em comunicado a venda da TAG à francesa Engie e fundo canadense CDPQ por US$  ";FALSE;34;NA;2019-04-05 20:22:52;TRUE;NA;"1114262146936901632";NA;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"AnaliseEnergia";6;FALSE;FALSE;NA;NA;"<U+0001F6E2><U+0001F6E2> Petrobras formalized at this time in a statement the sale of the TAG to the French Engineer and fund the canadian CDPQ for$ "
"65";"URGENTE     $PETR4 $PETR3 $PBR $PBR A Rio de Janeiro  05 de abril de 2019   A Petróleo Brasileiro S A    Petrobras  ";FALSE;33;NA;2019-04-05 20:18:16;TRUE;NA;"1114260990064046080";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"pedrostrader";0;FALSE;FALSE;NA;NA;"URGENT $PETR4 $PETR3 $PBR $PBR Rio de Janeiro 05 April 2019 The Petróleo Brasileiro S A Petrobras "
"66";"E o leilão de PETR4 que não acaba    <U+0001F644><U+0001F644><U+0001F644>";FALSE;1;NA;2019-04-05 20:10:59;FALSE;NA;"1114259156570124288";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"clubedopairico";0;FALSE;FALSE;NA;NA;"And the auction PETR4 which is not just <U+0001F644><U+0001F644><U+0001F644>"
"67";"$PETR4   PETROBRAS  PETR N2    Fato Relevante   05 04 19 ";FALSE;0;NA;2019-04-05 20:05:03;FALSE;NA;"1114257661900599299";NA;"<a href=""https://www.advfn.com"" rel=""nofollow"">ADVFN News Alert</a>";"EdenPolini";0;FALSE;FALSE;NA;NA;"$PETR4 PETROBRAS PETR N2 Fact 05 04 19 "
"78";"Ranking Parcial dos 10 melhores Robôs de hoje ";FALSE;0;NA;2019-04-05 19:37:01;FALSE;NA;"1114250608138248192";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"TraderGrafico";0;FALSE;FALSE;NA;NA;"The Ranking part of the top 10 Robots of today "
"83";"$PETR4   Petrobras venderá TAG para Engie e Caisse por US$ 9 bi ";FALSE;0;NA;2019-04-05 18:57:53;FALSE;NA;"1114240762076647424";NA;"<a href=""https://www.advfn.com"" rel=""nofollow"">ADVFN News Alert</a>";"welington_wem";0;FALSE;FALSE;NA;NA;"$PETR4 Petrobras will sell the TAG for Engineer and Caisse for$ 9 bi "
"95";"PBR | Petroleo Brasileiro <U+0001F1E7><U+0001F1F7> $PBR ";FALSE;18;NA;2019-04-05 18:55:16;FALSE;NA;"1114240103537434624";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"alePensel";5;FALSE;FALSE;NA;NA;"PBR | Petroleo Brasileiro <U+0001F1E7><U+0001F1F7> $PBR "
"98";"Não é uma PETR4  pois ela é a líder disparada    <U+0001F60A>  Mas tem sim  Especialmente para quem for trabalhar no modo bási  ";FALSE;3;NA;2019-04-05 18:29:27;TRUE;NA;"1114233603179909122";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"clubedopairico";1;FALSE;FALSE;NA;NA;"It is not a PETR4 because she is the leader triggered <U+0001F60A> But has yes Especially for those who are working in the mode basic "
"100";"Sim  o valor equivalente ao de um lote da ação que você escolher para trabalhar  Por exemplo  se fores trabalhar co  ";FALSE;2;NA;2019-04-05 18:22:52;TRUE;NA;"1114231946668904448";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"clubedopairico";1;FALSE;FALSE;NA;NA;"Yes the value equivalent to that of a lot of the action that you choose to work For example if you're working co "
"107";"Tocou alarme aqui no $BRENT   Será que o KING KONG ";FALSE;43;NA;2019-04-05 17:55:24;FALSE;NA;"1114225035902967808";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"sergiosanita";5;FALSE;FALSE;NA;NA;"Rang the alarm here in the $BRENT Will be KING KONG "
"109";"petróleo  WTI  nos $63   o O  +1 4   claro que PETR4 tá indo junto  praticamente na máxima do dia  R$28 81 agora  com +1 2 ";FALSE;9;NA;2019-04-05 17:52:45;FALSE;NA;"1114224367079239681";NA;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";"clubedopairico";0;FALSE;FALSE;NA;NA;"oil WTI us $63 the The 1 4 of course, PETR4're going along almost in the maximum of the day$28 81 now with 1 2 "
"112";"$PETR4  Petrobras venderá TAG  unidade de gasodutos  por US$ 9 bi  diz fonte  Exame   ";FALSE;40;NA;2019-04-05 17:41:08;FALSE;NA;"1114221444114919425";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"tradersclubbr";6;FALSE;FALSE;NA;NA;"$PETR4 Petrobras will sell the TAG unit of the gas pipeline for US$ 9 bi says source Examination "
"113";"$PETR4   ANP e Petrobras fecham acordo sobre o Parque das Baleias ";FALSE;0;NA;2019-04-05 17:18:01;FALSE;NA;"1114215628641116165";NA;"<a href=""https://www.advfn.com"" rel=""nofollow"">ADVFN News Alert</a>";"EdenPolini";0;FALSE;FALSE;NA;NA;"$PETR4 ANP and Petrobras close agreement on the Park of the Whales "
"124";"R$28 65 é um bom ponto para ficarmos de olho na ";FALSE;0;NA;2019-04-05 16:56:48;FALSE;NA;"1114210286737809409";NA;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";"clubedopairico";0;FALSE;FALSE;NA;NA;"R$28 65 is a good point to get an eye in the "
"128";"$PETR4 $PETR3 $PBR $PBR A  PETROBRAS VENDERÁ TAG PARA ENGIE E CAISSE POR US$ 9 BI";FALSE;39;NA;2019-04-05 16:19:00;FALSE;NA;"1114200774270230528";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"pedrostrader";5;FALSE;FALSE;NA;NA;"$PETR4 $PETR3 $PBR $PBR PETROBRAS WILL SELL THE TAG FOR ENGINEER AND CAISSE FOR$ 9 BI"
"129";"Joesley day foi uma das maiores lições que tomei na vida do mercado  estava de férias e sai comprado vi lucros que  ";FALSE;7;NA;2019-04-05 15:40:47;TRUE;NA;"1114191159402868736";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"MWpatterns";0;FALSE;FALSE;NA;NA;"Joesley day was one of the biggest lessons that I took in the life of the market was on holiday and out bought saw profits "
"130";"Cotação Petróleo $PBR ";FALSE;0;NA;2019-04-05 15:32:26;FALSE;NA;"1114189056487952384";NA;"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>";"pardoTRADER";0;FALSE;FALSE;NA;NA;"Quote Oil $PBR "
"131";"$PETR4   Petrobras eleva gasolina em 5 6  para o maior nível em mais de 5 meses ";FALSE;0;NA;2019-04-05 15:27:55;FALSE;NA;"1114187920188039168";NA;"<a href=""https://www.advfn.com"" rel=""nofollow"">ADVFN News Alert</a>";"welington_wem";0;FALSE;FALSE;NA;NA;"$PETR4 Petrobras raises gasoline in 5 6 to the highest level in more than 5 months "
"145";"$PETR4  Petrobras estenderá prazo para manifestação de interesse por Liquigás  Reuters   ";FALSE;31;NA;2019-04-05 15:10:21;FALSE;NA;"1114183499651735552";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"tradersclubbr";3;FALSE;FALSE;NA;NA;"$PETR4 Petrobras to extend the deadline for expression of interest for Liquigas Reuters "
"147";"o fundo Alaska que se cuide  vou divulgar as posições do fundo da família MW   PETR4  CMIG4  MOVI3   AMAR3  RAPT4 e  ";FALSE;12;NA;2019-04-05 14:31:09;TRUE;NA;"1114173633084182528";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"MWpatterns";0;FALSE;FALSE;NA;NA;"the fund Alaska if you do I will disclose the positions of the bottom of the family MW PETR4 CMIG4 MOVI3 AMAR3 RAPT4 and "
"149";"acho que PETR4 valoriza hoje";FALSE;1;NA;2019-04-05 14:21:22;FALSE;NA;"1114171171837292545";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"Bruno_Serrao";0;FALSE;FALSE;NA;NA;"I think that PETR4 values today"
"150";"$PETR4   PETROBRAS  PETR N2    Outros Comunicados ao Mercado   05 04 19 ";FALSE;0;NA;2019-04-05 14:18:14;FALSE;NA;"1114170382200836103";NA;"<a href=""https://www.advfn.com"" rel=""nofollow"">ADVFN News Alert</a>";"EdenPolini";0;FALSE;FALSE;NA;NA;"$PETR4 PETROBRAS PETR N2 Other Communications to the Market 05 04 19 "
"161";"quase 10 pregões neste enrosco dos 28 5x 28 6x petr4";FALSE;13;NA;2019-04-05 14:07:55;FALSE;NA;"1114167789785317377";NA;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"CapivaraTrader";1;FALSE;FALSE;NA;NA;"almost 10 days in this turn of the 28 5x 28 6x petr4"
"163";"Petr4 o papel mais desgraçado da bovespa";FALSE;0;NA;2019-04-05 13:24:28;FALSE;NA;"1114156853146079233";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"Simonelso";0;FALSE;FALSE;NA;NA;"Petr4 the more unfortunate of the bovespa"
"164";"PETR4 devolvendo toda aquela puxada da última meia hora de ontem    ";FALSE;4;NA;2019-04-05 13:22:36;FALSE;NA;"1114156382411005952";NA;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";"clubedopairico";0;FALSE;FALSE;NA;NA;"PETR4 returning all that pull of the last half hour yesterday "
"165";"    Flow XP      Locais encerraram o dia net COMPRADOS  Compras  BBAS3  ITUB4  PETR4  B3SA3  ABEV3 Vendas  MGLU3  E  ";FALSE;0;NA;2019-04-05 13:04:18;TRUE;NA;"1114151777539100672";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"scoelhoalan";0;FALSE;FALSE;NA;NA;" Flow XP Local ended the day net PURCHASED Purchases BBAS3 ITUB4 PETR4 B3SA3 ABEV3 Sales MGLU3 AND "
"167";"Prepare se para o pregão de hoje  Análise   IBOV  WINJ19  WDOK19  PETR4  VALE3  BRDT3  CCRO3  CSMG3  USIM5  CIEL3 e  ";FALSE;1;NA;2019-04-05 11:40:07;TRUE;NA;"1114130592554192896";NA;"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>";"daltonvieira";0;FALSE;FALSE;NA;NA;"Prepare for the trading session today Analysis IBOV WINJ19 WDOK19 PETR4 VALE3 BRDT3 CCRO3 CSMG3 USIM5 CIEL3 and "
"168";"Morning call <U+2622><U+FE0F>  <U+2796> Minério de ferro  Dalian      <U+274C> Oil BRENT   0 40  <U+274C> Oil WTI   0 19   <U+0001F30E> Exterior   <U+0001F961> Asia  <U+2197><U+FE0F>  fe  ";FALSE;2;NA;2019-04-05 10:45:31;TRUE;NA;"1114116851095756800";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"BR_Investing";0;FALSE;FALSE;NA;NA;"Morning call <U+2622><U+FE0F> <U+2796> iron Ore Dalian <U+274C> Oil BRENT 0 40 <U+274C> Oil WTI 0 19 <U+0001F30E> Outdoor <U+0001F961> Asia <U+2197><U+FE0F> fe "
"172";"E pensar que hoje Petr4 e mil vezes melhor que há 10 anos atras  nem se falava de pré sal  cessão onerosa  nova fro  ";FALSE;4;NA;2019-04-05 03:31:37;TRUE;NA;"1114007657562689537";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"alexandregov";0;FALSE;FALSE;NA;NA;"And to think that today Petr4 and a thousand times better than it was 10 years ago nor talk of the pre-salt onerous assignment new fro "
"178";"PETR4 volta a ter o HiloActivator comprado   gráfico de ";FALSE;0;NA;2019-04-05 02:32:41;FALSE;NA;"1113992824775536640";NA;"<a href=""https://www.tradingview.com"" rel=""nofollow"">TradingView</a>";"PCTEDESCO";1;FALSE;FALSE;NA;NA;"PETR4 back to have the HiloActivator purchased chart "
"179";"$PETR4   Petrobras anuncia aumento de R$ 0 10 no preço da gasolina nas refinarias ";FALSE;0;NA;2019-04-05 01:57:57;FALSE;NA;"1113984086132043781";NA;"<a href=""https://www.advfn.com"" rel=""nofollow"">ADVFN News Alert</a>";"welington_wem";0;FALSE;FALSE;NA;NA;"$PETR4 Petrobras announces increase of R$ 0 to 10 in the price of gasoline in refineries "
"192";"Perspectivas para 05 04 2019 segundo as projeções principais  linha azul   Ibovespa novamente com viés positivo  ma  ";FALSE;2;NA;2019-04-05 01:00:17;TRUE;NA;"1113969572397375489";NA;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"upsidepredictor";0;FALSE;FALSE;NA;NA;"Prospects for 05 04 2019, according to the projections, the main blue line Ibovespa again with the bias positive ma "
"194";"Com melhora no cenário político IBOV teve um dia de reação fechando em alta de +1 93  aos 96 313 pts  PETR4 também  ";FALSE;0;"upsidepredictor";2019-04-04 21:33:44;TRUE;"1113604420552601601";"1113917595382616066";"941426019692695552";"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"upsidepredictor";0;FALSE;FALSE;NA;NA;"With improvement in the political scenario IBOV had a day of reaction closing high of 1 93 to 96 313 pts PETR4 also "
"195";"BOVESPA HOJE   1  Alta de 1 93    aos 96 313 07 pontos  DRIVERS   Alta forte da Petrobras Volatilidade deve acontec  ";FALSE;10;NA;2019-04-04 21:18:51;TRUE;NA;"1113913847944044546";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"BetoJosefgnds";3;FALSE;FALSE;NA;NA;"BOVESPA TODAY 1 High 1 93 to 96 313 07 points DRIVERS, strong High-Petrobras Volatility should go "
"200";"Dia positivo no Brasil e no exterior  bolsa subindo e chegando a quase 2   ações PETR4 e MOVI3 estão com uma alavan  ";FALSE;0;NA;2019-04-04 19:00:56;TRUE;NA;"1113879140002861057";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"andr_162";0;FALSE;FALSE;NA;NA;"A positive day in Brazil and abroad stock rising and reaching almost 2 shares PETR4 and MOVI3 are with a alavan "
"205";"<U+0001F199><U+0001F6E2> Futuros do petróleo Brent avançam cerca de 1  e ultrapassam US$70 o barril pela primeira vez desde novembro  Pet  ";FALSE;13;NA;2019-04-04 18:06:21;TRUE;NA;"1113865403607003137";NA;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"AnaliseEnergia";4;FALSE;FALSE;NA;NA;"<U+0001F199><U+0001F6E2> Oil futures Brent stretches out approximately 1 and beyond$70 a barrel for the first time since November Pet "
"206";"petr4   tudo o que sobe     ";FALSE;0;NA;2019-04-04 17:12:49;FALSE;NA;"1113851930751787008";NA;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";"efairtrader";0;FALSE;FALSE;NA;NA;"petr4 everything that rises "
"209";"PETR4 indo pra pancadaria dos R$28 50  ";FALSE;10;NA;2019-04-04 17:02:27;FALSE;NA;"1113849320607047681";NA;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";"clubedopairico";1;FALSE;FALSE;NA;NA;"PETR4 going to beat ' em up of R$28 50 "
"212";"$PETR4  Governo deve acertar detalhes sobre cessão onerosa na próxima semana  diz ministro  Reuters   ";FALSE;27;NA;2019-04-04 16:40:54;FALSE;NA;"1113843899284492290";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"tradersclubbr";2;FALSE;FALSE;NA;NA;"$PETR4 Government must get the details right on the onerous assignment in the next week, says minister Reuters "
"213";"que interessannnnnnnnteeeeeee     TODAS as opções  xx 00  da PETR4  na série E  são do tipo EUROPEU     cadê aquele  ";FALSE;9;NA;2019-04-04 16:02:34;TRUE;NA;"1113834252821508097";NA;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";"clubedopairico";0;FALSE;FALSE;NA;NA;"that interessannnnnnnnteeeeeee ALL the options xx 00 the PETR4 series And are of the EUROPEAN type where one "
"214";"PETR4 renovando a máxima do dia   R$28 15  ";FALSE;10;NA;2019-04-04 15:47:50;FALSE;NA;"1113830542808702977";NA;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";"clubedopairico";0;FALSE;FALSE;NA;NA;"PETR4 renewing the maximum of the day$28 15 "
"215";"Fala galerinha  hoje é dia de ";FALSE;0;NA;2019-04-04 15:45:08;TRUE;NA;"1113829866653110273";NA;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";"RICCO_MENEZES";0;FALSE;FALSE;"-47.3844";"-22.3572";"Fala galerinha today is the day of "
"218";"PETR4 já está nos R$28 02   +1 7 ";FALSE;5;NA;2019-04-04 14:28:59;FALSE;NA;"1113810699568984064";NA;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";"clubedopairico";0;FALSE;FALSE;NA;NA;"PETR4 is now in the R$28 02 1 7 "
"220";"PETR4 na máxima do dia  subindo +1 2  aos R$27 87    opa  renovou  R$27 89 agora    quer dizer     R$27 91   ";FALSE;4;NA;2019-04-04 14:04:05;FALSE;NA;"1113804434499342337";NA;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";"clubedopairico";0;FALSE;FALSE;NA;NA;"PETR4 to the maximum of the climbing day 1 2 to the$27 87 opa renewed R$27 89 now want to say$27 91 "
"222";"Em tempos bicudos e de elevadíssima vol e imprevisibilidade       Petr4 parece no mínimo uma chance de  errar menos  ";FALSE;0;NA;2019-04-04 12:34:45;TRUE;NA;"1113781952778252288";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"alexandregov";0;FALSE;FALSE;NA;NA;"In the times pointed items and of the highest vol and unpredictability Petr4 seems at least a chance of making a mistake less "
"223";"Curioso para ver como as Opções de PETR4 se comportaram ontem  depois de todo aquele rolo    É     Tá na hora do IQ  ";FALSE;1;NA;2019-04-04 12:26:34;TRUE;NA;"1113779893635112966";NA;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";"clubedopairico";0;FALSE;FALSE;NA;NA;"Curious to see how the Options PETR4 behaved yesterday after all that roll Is Okay in the time of IQ "
"224";"Uma história tridimensional das ações da Petrobras ";FALSE;0;NA;2019-04-04 11:42:45;TRUE;NA;"1113768867820707840";NA;"<a href=""https://www.blog2social.com"" rel=""nofollow"">Blog2Social APP</a>";"br_spacemoney";0;FALSE;FALSE;NA;NA;"A history three-dimensional of the shares of Petrobras "
